Mod:Item:MetaData, Localized Name
tconstruct:sword_blade:0, Supercharged Tanzanite Sword Blade
tconstruct:sword_blade:0, Supercharged Chrysoprase Sword Blade
tconstruct:sword_blade:0, Aquamarine Sword Blade
tconstruct:sword_blade:0, Jasper Sword Blade
tconstruct:sword_blade:0, Supercharged Apatite Sword Blade
tconstruct:sword_blade:0, Supercharged Golden Beryl Sword Blade
tconstruct:sword_blade:0, Supercharged Indicolite Sword Blade
tconstruct:sword_blade:0, Supercharged Blue Topaz Sword Blade
tconstruct:sword_blade:0, Supercharged Citrine Sword Blade
tconstruct:sword_blade:0, Supercharged Ametrine Sword Blade
tconstruct:sword_blade:0, Alexandrite Sword Blade
tconstruct:sword_blade:0, Agate Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Iolite Sword Blade
tconstruct:sword_blade:0, Turquoise Sword Blade
tconstruct:sword_blade:0, Supercharged Pearl Sword Blade
tconstruct:sword_blade:0, Amber Sword Blade
tconstruct:sword_blade:0, Tektite Sword Blade
tconstruct:sword_blade:0, Fluorite Sword Blade
tconstruct:sword_blade:0, Amethyst Sword Blade
tconstruct:sword_blade:0, Citrine Sword Blade
tconstruct:sword_blade:0, Rose Quartz Sword Blade
tconstruct:sword_blade:0, Supercharged Opal Sword Blade
tconstruct:sword_blade:0, Supercharged Rose Quartz Sword Blade
tconstruct:sword_blade:0, Supercharged Lepidolite Sword Blade
tconstruct:sword_blade:0, Ametrine Sword Blade
tconstruct:sword_blade:0, Supercharged Carnelian Sword Blade
tconstruct:sword_blade:0, Sunstone Sword Blade
tconstruct:sword_blade:0, Supercharged Malachite Sword Blade
tconstruct:sword_blade:0, Supercharged Kunzite Sword Blade
tconstruct:sword_blade:0, Moldavite Sword Blade
tconstruct:sword_blade:0, Apatite Sword Blade
tconstruct:sword_blade:0, Black Diamond Sword Blade
tconstruct:sword_blade:0, Supercharged Jade Sword Blade
tconstruct:sword_blade:0, Supercharged Jasper Sword Blade
tconstruct:sword_blade:0, Moonstone Sword Blade
tconstruct:sword_blade:0, Plastic Sword Blade
tconstruct:sword_blade:0, Pink Slime Sword Blade
tconstruct:sword_blade:0, Naga Scale Sword Blade
tconstruct:sword_blade:0, Steeleaf Sword Blade
tconstruct:sword_blade:0, Fiery Sword Blade
tconstruct:sword_blade:0, Knightly Sword Blade
tconstruct:sword_blade:0, Litherite Sword Blade
tconstruct:sword_blade:0, Enderium Sword Blade
tconstruct:sword_blade:0, Titanium Sword Blade
tconstruct:sword_blade:0, Tanzanite Sword Blade
tconstruct:sword_blade:0, Malachite Sword Blade
tconstruct:sword_blade:0, Invar Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Platinum Sword Blade
tconstruct:sword_blade:0, Psimetal Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Refined Glowstone Sword Blade
tconstruct:sword_blade:0, Amber Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Enori Sword Blade
tconstruct:sword_blade:0, Infinity Sword Blade
tconstruct:sword_blade:0, Erodium Sword Blade
tconstruct:sword_blade:0, Amethyst Sword Blade
tconstruct:sword_blade:0, Thaumium Sword Blade
tconstruct:sword_blade:0, Osmium Sword Blade
tconstruct:sword_blade:0, Osmiridium Sword Blade
tconstruct:sword_blade:0, Lumium Sword Blade
tconstruct:sword_blade:0, Emeradic Sword Blade
tconstruct:sword_blade:0, Diamatine Sword Blade
tconstruct:sword_blade:0, Restonia Sword Blade
tconstruct:sword_blade:0, Osgloglas Sword Blade
tconstruct:sword_blade:0, Mica Sword Blade
tconstruct:sword_blade:0, Psigem Sword Blade
tconstruct:sword_blade:0, Topaz Sword Blade
tconstruct:sword_blade:0, Refined Obsidian Sword Blade
tconstruct:sword_blade:0, Alumite Sword Blade
tconstruct:sword_blade:0, Iridium Sword Blade
tconstruct:sword_blade:0, Palis Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Black Quartz Sword Blade
tconstruct:sword_blade:0, Nickel Sword Blade
tconstruct:sword_blade:0, Void Sword Blade
tconstruct:sword_blade:0, Livingwood Sword Blade
tconstruct:sword_blade:0, Manasteel Sword Blade
tconstruct:sword_blade:0, Elementium Sword Blade
tconstruct:sword_blade:0, Terrasteel Sword Blade
tconstruct:sword_blade:0, Mirion Sword Blade
tconstruct:sword_blade:0, Bloodwood Sword Blade
tconstruct:sword_blade:0, Fusewood Sword Blade
tconstruct:sword_blade:0, Ghostwood Sword Blade
tconstruct:sword_blade:0, Darkwood Sword Blade
tconstruct:sword_blade:0, Emerald Sword Blade
tconstruct:sword_blade:0, Wyvern Sword Blade
tconstruct:sword_blade:0, Awakened Sword Blade
tconstruct:sword_blade:0, Chaotic Sword Blade
tconstruct:large_sword_blade:0, Electrical Large Sword Blade
tconstruct:large_sword_blade:0, Energetic Large Sword Blade
tconstruct:large_sword_blade:0, Vibrant Large Sword Blade
tconstruct:large_sword_blade:0, Red Large Sword Blade
tconstruct:large_sword_blade:0, Conductive Large Sword Blade
tconstruct:large_sword_blade:0, Pulsating Large Sword Blade
tconstruct:large_sword_blade:0, Dark Large Sword Blade
tconstruct:large_sword_blade:0, Souled Large Sword Blade
tconstruct:large_sword_blade:0, Large Sword Blade of the End
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Abyssalnite Large Sword Blade
tconstruct:large_sword_blade:0, Refined Coralium Large Sword Blade
tconstruct:large_sword_blade:0, Dreadium Large Sword Blade
tconstruct:large_sword_blade:0, Magical Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Evil Infused Large Sword Blade
tconstruct:large_sword_blade:0, Enchanted Large Sword Blade
tconstruct:large_sword_blade:0, Demonic Large Sword Blade
tconstruct:large_sword_blade:0, Prosperity Shard Large Sword Blade
tconstruct:large_sword_blade:0, Soulium Large Sword Blade
tconstruct:large_sword_blade:0, Base Essence Large Sword Blade
tconstruct:large_sword_blade:0, Inferium Large Sword Blade
tconstruct:large_sword_blade:0, Prudentium Large Sword Blade
tconstruct:large_sword_blade:0, Intermedium Large Sword Blade
tconstruct:large_sword_blade:0, Superium Large Sword Blade
tconstruct:large_sword_blade:0, Supremium Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Alexandrite Large Sword Blade
tconstruct:large_sword_blade:0, Violet Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Blue Topaz Large Sword Blade
tconstruct:large_sword_blade:0, Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Moonstone Large Sword Blade
tconstruct:large_sword_blade:0, Spinel Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Morganite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Sodalite Large Sword Blade
tconstruct:large_sword_blade:0, Pyrope Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Ammolite Large Sword Blade
tconstruct:large_sword_blade:0, Topaz Large Sword Blade
tconstruct:large_sword_blade:0, Zircon Large Sword Blade
tconstruct:large_sword_blade:0, Coral Large Sword Blade
tconstruct:large_sword_blade:0, Carnelian Large Sword Blade
tconstruct:large_sword_blade:0, Lepidolite Large Sword Blade
tconstruct:large_sword_blade:0, Jade Large Sword Blade
tconstruct:large_sword_blade:0, Cat's Eye Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Amber Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Pyrope Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Onyx Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Amethyst Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Topaz Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Turquoise Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Aquamarine Large Sword Blade
tconstruct:large_sword_blade:0, Onyx Large Sword Blade
tconstruct:large_sword_blade:0, Kunzite Large Sword Blade
tconstruct:large_sword_blade:0, Malachite Large Sword Blade
tconstruct:large_sword_blade:0, Tanzanite Large Sword Blade
tconstruct:large_sword_blade:0, Chrysoprase Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Iolite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Opal Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Coral Large Sword Blade
tconstruct:large_sword_blade:0, Indicolite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Fluorite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Kyanite Large Sword Blade
tconstruct:large_sword_blade:0, Golden Beryl Large Sword Blade
tconstruct:large_sword_blade:0, Kyanite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Tektite Large Sword Blade
tconstruct:large_sword_blade:0, Ammolite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Sunstone Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Moldavite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Beryl Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Spinel Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Black Diamond Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Cat's Eye Large Sword Blade
tconstruct:large_sword_blade:0, Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Zircon Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Garnet Large Sword Blade
tconstruct:large_sword_blade:0, Beryl Large Sword Blade
tconstruct:large_sword_blade:0, Morganite Large Sword Blade
tconstruct:large_sword_blade:0, Heliodor Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Heliodor Large Sword Blade
tconstruct:large_sword_blade:0, Garnet Large Sword Blade
tconstruct:large_sword_blade:0, Sodalite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Agate Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Violet Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Pearl Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Tanzanite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Chrysoprase Large Sword Blade
tconstruct:large_sword_blade:0, Aquamarine Large Sword Blade
tconstruct:large_sword_blade:0, Jasper Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Apatite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Golden Beryl Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Indicolite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Blue Topaz Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Citrine Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Ametrine Large Sword Blade
tconstruct:large_sword_blade:0, Alexandrite Large Sword Blade
tconstruct:large_sword_blade:0, Agate Large Sword Blade
tconstruct:large_sword_blade:0, Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Iolite Large Sword Blade
tconstruct:large_sword_blade:0, Turquoise Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Pearl Large Sword Blade
tconstruct:large_sword_blade:0, Amber Large Sword Blade
tconstruct:large_sword_blade:0, Tektite Large Sword Blade
tconstruct:large_sword_blade:0, Fluorite Large Sword Blade
tconstruct:large_sword_blade:0, Amethyst Large Sword Blade
tconstruct:large_sword_blade:0, Citrine Large Sword Blade
tconstruct:large_sword_blade:0, Rose Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Opal Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Rose Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Lepidolite Large Sword Blade
tconstruct:large_sword_blade:0, Ametrine Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Carnelian Large Sword Blade
tconstruct:large_sword_blade:0, Sunstone Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Malachite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Kunzite Large Sword Blade
tconstruct:large_sword_blade:0, Moldavite Large Sword Blade
tconstruct:large_sword_blade:0, Apatite Large Sword Blade
tconstruct:large_sword_blade:0, Black Diamond Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Jade Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Jasper Large Sword Blade
tconstruct:large_sword_blade:0, Moonstone Large Sword Blade
tconstruct:large_sword_blade:0, Plastic Large Sword Blade
tconstruct:large_sword_blade:0, Pink Slime Large Sword Blade
tconstruct:large_sword_blade:0, Naga Scale Large Sword Blade
tconstruct:large_sword_blade:0, Steeleaf Large Sword Blade
tconstruct:large_sword_blade:0, Fiery Large Sword Blade
tconstruct:large_sword_blade:0, Knightly Large Sword Blade
tconstruct:large_sword_blade:0, Litherite Large Sword Blade
tconstruct:large_sword_blade:0, Enderium Large Sword Blade
tconstruct:large_sword_blade:0, Titanium Large Sword Blade
tconstruct:large_sword_blade:0, Tanzanite Large Sword Blade
tconstruct:large_sword_blade:0, Malachite Large Sword Blade
tconstruct:large_sword_blade:0, Invar Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Platinum Large Sword Blade
tconstruct:large_sword_blade:0, Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Refined Glowstone Large Sword Blade
tconstruct:large_sword_blade:0, Amber Large Sword Blade
tconstruct:large_sword_blade:0, Signalum Large Sword Blade
tconstruct:large_sword_blade:0, Enori Large Sword Blade
tconstruct:large_sword_blade:0, Infinity Large Sword Blade
tconstruct:large_sword_blade:0, Erodium Large Sword Blade
tconstruct:large_sword_blade:0, Amethyst Large Sword Blade
tconstruct:large_sword_blade:0, Thaumium Large Sword Blade
tconstruct:large_sword_blade:0, Osmium Large Sword Blade
tconstruct:large_sword_blade:0, Osmiridium Large Sword Blade
tconstruct:large_sword_blade:0, Lumium Large Sword Blade
tconstruct:large_sword_blade:0, Emeradic Large Sword Blade
tconstruct:large_sword_blade:0, Diamatine Large Sword Blade
tconstruct:large_sword_blade:0, Restonia Large Sword Blade
tconstruct:large_sword_blade:0, Osgloglas Large Sword Blade
tconstruct:large_sword_blade:0, Mica Large Sword Blade
tconstruct:large_sword_blade:0, Psigem Large Sword Blade
tconstruct:large_sword_blade:0, Topaz Large Sword Blade
tconstruct:large_sword_blade:0, Refined Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Alumite Large Sword Blade
tconstruct:large_sword_blade:0, Iridium Large Sword Blade
tconstruct:large_sword_blade:0, Palis Large Sword Blade
tconstruct:large_sword_blade:0, Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Black Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Nickel Large Sword Blade
tconstruct:large_sword_blade:0, Void Large Sword Blade
tconstruct:large_sword_blade:0, Livingwood Large Sword Blade
tconstruct:large_sword_blade:0, Manasteel Large Sword Blade
tconstruct:large_sword_blade:0, Elementium Large Sword Blade
tconstruct:large_sword_blade:0, Terrasteel Large Sword Blade
tconstruct:large_sword_blade:0, Mirion Large Sword Blade
tconstruct:large_sword_blade:0, Bloodwood Large Sword Blade
tconstruct:large_sword_blade:0, Fusewood Large Sword Blade
tconstruct:large_sword_blade:0, Ghostwood Large Sword Blade
tconstruct:large_sword_blade:0, Darkwood Large Sword Blade
tconstruct:large_sword_blade:0, Emerald Large Sword Blade
tconstruct:large_sword_blade:0, Wyvern Large Sword Blade
tconstruct:large_sword_blade:0, Awakened Large Sword Blade
tconstruct:large_sword_blade:0, Chaotic Large Sword Blade
tconstruct:hammer_head:0, Electrical Hammer Head
tconstruct:hammer_head:0, Energetic Hammer Head
tconstruct:hammer_head:0, Vibrant Hammer Head
tconstruct:hammer_head:0, Red Hammer Head
tconstruct:hammer_head:0, Conductive Hammer Head
tconstruct:hammer_head:0, Pulsating Hammer Head
tconstruct:hammer_head:0, Dark Hammer Head
tconstruct:hammer_head:0, Souled Hammer Head
tconstruct:hammer_head:0, Hammer Head of the End
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Abyssalnite Hammer Head
tconstruct:hammer_head:0, Refined Coralium Hammer Head
tconstruct:hammer_head:0, Dreadium Hammer Head
tconstruct:hammer_head:0, Magical Wooden Hammer Head
tconstruct:hammer_head:0, Evil Infused Hammer Head
tconstruct:hammer_head:0, Enchanted Hammer Head
tconstruct:hammer_head:0, Demonic Hammer Head
tconstruct:hammer_head:0, Prosperity Shard Hammer Head
tconstruct:hammer_head:0, Soulium Hammer Head
tconstruct:hammer_head:0, Base Essence Hammer Head
tconstruct:hammer_head:0, Inferium Hammer Head
tconstruct:hammer_head:0, Prudentium Hammer Head
tconstruct:hammer_head:0, Intermedium Hammer Head
tconstruct:hammer_head:0, Superium Hammer Head
tconstruct:hammer_head:0, Supremium Hammer Head
tconstruct:hammer_head:0, Supercharged Alexandrite Hammer Head
tconstruct:hammer_head:0, Violet Sapphire Hammer Head
tconstruct:hammer_head:0, Blue Topaz Hammer Head
tconstruct:hammer_head:0, Ruby Hammer Head
tconstruct:hammer_head:0, Supercharged Moonstone Hammer Head
tconstruct:hammer_head:0, Spinel Hammer Head
tconstruct:hammer_head:0, Supercharged Morganite Hammer Head
tconstruct:hammer_head:0, Supercharged Sodalite Hammer Head
tconstruct:hammer_head:0, Pyrope Hammer Head
tconstruct:hammer_head:0, Supercharged Ammolite Hammer Head
tconstruct:hammer_head:0, Topaz Hammer Head
tconstruct:hammer_head:0, Zircon Hammer Head
tconstruct:hammer_head:0, Coral Hammer Head
tconstruct:hammer_head:0, Carnelian Hammer Head
tconstruct:hammer_head:0, Lepidolite Hammer Head
tconstruct:hammer_head:0, Jade Hammer Head
tconstruct:hammer_head:0, Cat's Eye Hammer Head
tconstruct:hammer_head:0, Supercharged Amber Hammer Head
tconstruct:hammer_head:0, Supercharged Pyrope Hammer Head
tconstruct:hammer_head:0, Supercharged Onyx Hammer Head
tconstruct:hammer_head:0, Supercharged Amethyst Hammer Head
tconstruct:hammer_head:0, Supercharged Topaz Hammer Head
tconstruct:hammer_head:0, Supercharged Turquoise Hammer Head
tconstruct:hammer_head:0, Supercharged Aquamarine Hammer Head
tconstruct:hammer_head:0, Onyx Hammer Head
tconstruct:hammer_head:0, Kunzite Hammer Head
tconstruct:hammer_head:0, Malachite Hammer Head
tconstruct:hammer_head:0, Tanzanite Hammer Head
tconstruct:hammer_head:0, Chrysoprase Hammer Head
tconstruct:hammer_head:0, Supercharged Iolite Hammer Head
tconstruct:hammer_head:0, Supercharged Ruby Hammer Head
tconstruct:hammer_head:0, Supercharged Sapphire Hammer Head
tconstruct:hammer_head:0, Opal Hammer Head
tconstruct:hammer_head:0, Supercharged Coral Hammer Head
tconstruct:hammer_head:0, Indicolite Hammer Head
tconstruct:hammer_head:0, Supercharged Fluorite Hammer Head
tconstruct:hammer_head:0, Supercharged Kyanite Hammer Head
tconstruct:hammer_head:0, Golden Beryl Hammer Head
tconstruct:hammer_head:0, Kyanite Hammer Head
tconstruct:hammer_head:0, Supercharged Tektite Hammer Head
tconstruct:hammer_head:0, Ammolite Hammer Head
tconstruct:hammer_head:0, Supercharged Sunstone Hammer Head
tconstruct:hammer_head:0, Supercharged Moldavite Hammer Head
tconstruct:hammer_head:0, Supercharged Beryl Hammer Head
tconstruct:hammer_head:0, Supercharged Spinel Hammer Head
tconstruct:hammer_head:0, Supercharged Black Diamond Hammer Head
tconstruct:hammer_head:0, Supercharged Cat's Eye Hammer Head
tconstruct:hammer_head:0, Sapphire Hammer Head
tconstruct:hammer_head:0, Supercharged Zircon Hammer Head
tconstruct:hammer_head:0, Supercharged Garnet Hammer Head
tconstruct:hammer_head:0, Beryl Hammer Head
tconstruct:hammer_head:0, Morganite Hammer Head
tconstruct:hammer_head:0, Heliodor Hammer Head
tconstruct:hammer_head:0, Supercharged Heliodor Hammer Head
tconstruct:hammer_head:0, Garnet Hammer Head
tconstruct:hammer_head:0, Sodalite Hammer Head
tconstruct:hammer_head:0, Supercharged Peridot Hammer Head
tconstruct:hammer_head:0, Supercharged Agate Hammer Head
tconstruct:hammer_head:0, Supercharged Violet Sapphire Hammer Head
tconstruct:hammer_head:0, Pearl Hammer Head
tconstruct:hammer_head:0, Supercharged Tanzanite Hammer Head
tconstruct:hammer_head:0, Supercharged Chrysoprase Hammer Head
tconstruct:hammer_head:0, Aquamarine Hammer Head
tconstruct:hammer_head:0, Jasper Hammer Head
tconstruct:hammer_head:0, Supercharged Apatite Hammer Head
tconstruct:hammer_head:0, Supercharged Golden Beryl Hammer Head
tconstruct:hammer_head:0, Supercharged Indicolite Hammer Head
tconstruct:hammer_head:0, Supercharged Blue Topaz Hammer Head
tconstruct:hammer_head:0, Supercharged Citrine Hammer Head
tconstruct:hammer_head:0, Supercharged Ametrine Hammer Head
tconstruct:hammer_head:0, Alexandrite Hammer Head
tconstruct:hammer_head:0, Agate Hammer Head
tconstruct:hammer_head:0, Peridot Hammer Head
tconstruct:hammer_head:0, Iolite Hammer Head
tconstruct:hammer_head:0, Turquoise Hammer Head
tconstruct:hammer_head:0, Supercharged Pearl Hammer Head
tconstruct:hammer_head:0, Amber Hammer Head
tconstruct:hammer_head:0, Tektite Hammer Head
tconstruct:hammer_head:0, Fluorite Hammer Head
tconstruct:hammer_head:0, Amethyst Hammer Head
tconstruct:hammer_head:0, Citrine Hammer Head
tconstruct:hammer_head:0, Rose Quartz Hammer Head
tconstruct:hammer_head:0, Supercharged Opal Hammer Head
tconstruct:hammer_head:0, Supercharged Rose Quartz Hammer Head
tconstruct:hammer_head:0, Supercharged Lepidolite Hammer Head
tconstruct:hammer_head:0, Ametrine Hammer Head
tconstruct:hammer_head:0, Supercharged Carnelian Hammer Head
tconstruct:hammer_head:0, Sunstone Hammer Head
tconstruct:hammer_head:0, Supercharged Malachite Hammer Head
tconstruct:hammer_head:0, Supercharged Kunzite Hammer Head
tconstruct:hammer_head:0, Moldavite Hammer Head
tconstruct:hammer_head:0, Apatite Hammer Head
tconstruct:hammer_head:0, Black Diamond Hammer Head
tconstruct:hammer_head:0, Supercharged Jade Hammer Head
tconstruct:hammer_head:0, Supercharged Jasper Hammer Head
tconstruct:hammer_head:0, Moonstone Hammer Head
tconstruct:hammer_head:0, Plastic Hammer Head
tconstruct:hammer_head:0, Pink Slime Hammer Head
tconstruct:hammer_head:0, Naga Scale Hammer Head
tconstruct:hammer_head:0, Steeleaf Hammer Head
tconstruct:hammer_head:0, Fiery Hammer Head
tconstruct:hammer_head:0, Knightly Hammer Head
tconstruct:hammer_head:0, Litherite Hammer Head
tconstruct:hammer_head:0, Enderium Hammer Head
tconstruct:hammer_head:0, Titanium Hammer Head
tconstruct:hammer_head:0, Tanzanite Hammer Head
tconstruct:hammer_head:0, Malachite Hammer Head
tconstruct:hammer_head:0, Invar Hammer Head
tconstruct:hammer_head:0, Fluix Crystal Hammer Head
tconstruct:hammer_head:0, Ruby Hammer Head
tconstruct:hammer_head:0, Sapphire Hammer Head
tconstruct:hammer_head:0, Platinum Hammer Head
tconstruct:hammer_head:0, Psimetal Hammer Head
tconstruct:hammer_head:0, Certus Quartz Hammer Head
tconstruct:hammer_head:0, Refined Glowstone Hammer Head
tconstruct:hammer_head:0, Amber Hammer Head
tconstruct:hammer_head:0, Signalum Hammer Head
tconstruct:hammer_head:0, Enori Hammer Head
tconstruct:hammer_head:0, Infinity Hammer Head
tconstruct:hammer_head:0, Erodium Hammer Head
tconstruct:hammer_head:0, Amethyst Hammer Head
tconstruct:hammer_head:0, Thaumium Hammer Head
tconstruct:hammer_head:0, Osmium Hammer Head
tconstruct:hammer_head:0, Osmiridium Hammer Head
tconstruct:hammer_head:0, Lumium Hammer Head
tconstruct:hammer_head:0, Emeradic Hammer Head
tconstruct:hammer_head:0, Diamatine Hammer Head
tconstruct:hammer_head:0, Restonia Hammer Head
tconstruct:hammer_head:0, Osgloglas Hammer Head
tconstruct:hammer_head:0, Mica Hammer Head
tconstruct:hammer_head:0, Psigem Hammer Head
tconstruct:hammer_head:0, Topaz Hammer Head
tconstruct:hammer_head:0, Refined Obsidian Hammer Head
tconstruct:hammer_head:0, Alumite Hammer Head
tconstruct:hammer_head:0, Iridium Hammer Head
tconstruct:hammer_head:0, Palis Hammer Head
tconstruct:hammer_head:0, Peridot Hammer Head
tconstruct:hammer_head:0, Black Quartz Hammer Head
tconstruct:hammer_head:0, Nickel Hammer Head
tconstruct:hammer_head:0, Void Hammer Head
tconstruct:hammer_head:0, Livingwood Hammer Head
tconstruct:hammer_head:0, Manasteel Hammer Head
